,DrugA,DrugB
46983,Clarithromycin,Ixabepilone
46984,Aripiprazole,Eslicarbazepine acetate
46985,Bromocriptine,Tedizolid phosphate
46986,Fenoterol,Tedizolid phosphate
46987,Adalimumab,Roflumilast
46988,Lovastatin,Fenofibrate
46989,Progesterone,Brentuximab vedotin
46990,Acenocoumarol,Abiraterone
46991,Roflumilast,Panobinostat
46992,Cimetidine,Erlotinib
46993,Etoposide,Palbociclib
46994,Azathioprine,Leflunomide
46995,Dronabinol,Benzphetamine
46996,Telithromycin,Brentuximab vedotin
46997,Phenylephrine,Methoxamine
46998,Ritonavir,Chloroquine
46999,Venlafaxine,Diflunisal
47000,Pegvisomant,Butorphanol
47001,Oxycodone,Hydroflumethiazide
47002,Oxycodone,Nilotinib
47003,Prednisolone,Ceritinib
47004,Protriptyline,Sertindole
47005,Carbinoxamine,Ramosetron
47006,Betamethasone,Indacaterol
47007,Loxapine,Meperidine
47008,Clozapine,Suvorexant
47009,Estradiol,Tesmilifene
47010,Dabrafenib,Magnesium hydroxide
47011,Cobicistat,Etizolam
47012,Isradipine,Phentolamine
47013,Metaxalone,Rufinamide
47014,Diltiazem,Pentoxifylline
47015,Etodolac,Trichlormethiazide
47016,Phenobarbital,Olaparib
47017,Nelfinavir,Brentuximab vedotin
47018,Domperidone,Posaconazole
47019,Celecoxib,Paroxetine
47020,Sertraline,Dabigatran etexilate
47021,Ramipril,Nicorandil
47022,Methohexital,Metyrosine
47023,Cisplatin,Tobramycin
47024,Imatinib,Simeprevir
47025,Oxandrolone,Dulaglutide
47026,Triazolam,Tapentadol
47027,Labetalol,Linezolid
47028,Phenytoin,Meperidine
47029,Minoxidil,Treprostinil
47030,Epinephrine,Chlorphentermine
47031,Selegiline,Paliperidone
47032,Rifabutin,Mifepristone
47033,Diflunisal,Lithium cation
47034,Fluvoxamine,Zuclopenthixol
47035,Tocilizumab,Boceprevir
47036,Verteporfin,Tetracycline
47037,Ketoprofen,Heparin
47038,Doxylamine,Bromazepam
47039,Botulinum toxin type A,Brompheniramine
47040,Itraconazole,Flunarizine
47041,Tramadol,Voriconazole
47042,Chlorotrianisene,Lopinavir
47043,Doxycycline,Methohexital
47044,Nateglinide,Tocilizumab
47045,Perflutren,Mifepristone
47046,Rifapentine,Dronedarone
47047,Succinylcholine,Magnesium sulfate
47048,Indinavir,Panobinostat
47049,Nelfinavir,Pimozide
47050,Fosamprenavir,Ulipristal
47051,Mifepristone,Boceprevir
47052,Phenelzine,Perindopril
47053,Temazepam,Ropinirole
47054,Bendroflumethiazide,Buprenorphine
47055,Butabarbital,Azelastine
47056,Amiloride,Tranylcypromine
47057,Vildagliptin,Dienogest
47058,Dacarbazine,Vemurafenib
47059,Moclobemide,Molindone
47060,Droperidol,Diazepam
47061,Dofetilide,Formoterol
47062,Dyphylline,Salmeterol
47063,Triamterene,Oxymorphone
47064,Miglitol,Phenelzine
47065,Topotecan,Amiodarone
47066,Methohexital,Warfarin
47067,Isavuconazonium,Lurasidone
47068,Piroxicam,Drospirenone
47069,Mexiletine,Rasagiline
47070,Ziprasidone,Methotrimeprazine
47071,Nisoldipine,Cimetidine
47072,Etonogestrel,Lamotrigine
47073,Ziprasidone,Tolbutamide
47074,Vilazodone,Ibrutinib
47075,Nicardipine,Phenoxybenzamine
47076,Flupentixol,Tetrabenazine
47077,Morphine,Amiloride
47078,Ticlopidine,Protriptyline
47079,Sufentanil,Ammonium chloride
47080,Alfentanil,Ramosetron
47081,Methylphenidate,Phenoxybenzamine
47082,Nabilone,Ramelteon
47083,Methoxsalen,Pentoxifylline
47084,Sugammadex,Desirudin
47085,Formoterol,Phendimetrazine
47086,Ramipril,Sacubitril
47087,Eptifibatide,Phenprocoumon
47088,Tramadol,Metyrosine
47089,Acenocoumarol,Ibrutinib
47090,Amrinone,Calcium gluconate
47091,Apixaban,Enzalutamide
47092,Nafcillin,Axitinib
47093,Posaconazole,Silodosin
47094,Clozapine,Nabilone
47095,Chlorothiazide,Repaglinide
47096,Warfarin,Chloral hydrate
47097,Amitriptyline,Thiothixene
47098,Esmolol,Poractant alfa
47099,Deferasirox,Isavuconazonium
47100,Trastuzumab,Tacrolimus
47101,Flutamide,Conivaptan
47102,Etacrynic acid,Hexobarbital
47103,Flurazepam,Buprenorphine
47104,Perphenazine,Nefazodone
47105,Telithromycin,Gabapentin
47106,Triprolidine,Pramlintide
47107,Caffeine,Metolazone
47108,Megestrol acetate,Gliclazide
47109,Clonidine,Levodopa
47110,Methotrimeprazine,Cathinone
47111,Nimodipine,Delavirdine
47112,Posaconazole,Boceprevir
47113,Verapamil,Daunorubicin
47114,Trazodone,Fencamfamin
47115,Betamethasone,Oxandrolone
47116,Triamterene,Tolvaptan
47117,Propranolol,Obinutuzumab
47118,Tramadol,Eliglustat
47119,Linezolid,Mesoridazine
47120,Ropinirole,Gabapentin
47121,Desogestrel,Insulin glulisine
47122,Remifentanil,Bepridil
47123,Denosumab,Golimumab
47124,Anistreplase,Abciximab
47125,Butabarbital,Perindopril
47126,Loxapine,Perampanel
47127,Streptomycin,Tiaprofenic acid
47128,Sotalol,Mifepristone
47129,Ziprasidone,Fentanyl
47130,Escitalopram,
47131,Cefprozil,Acenocoumarol
47132,Clemastine,Ramosetron
47133,Octreotide,Pindolol
47134,Topiramate,Minocycline
47135,Mitomycin,Tofacitinib
47136,Reteplase,Vortioxetine
47137,Brimonidine,Vigabatrin
47138,Lamotrigine,Itraconazole
47139,Isradipine,Molsidomine
47140,Nilotinib,Aluminum hydroxide
47141,Theophylline,"Thyroid, porcine"
47142,Ketoconazole,Aripiprazole
47143,Valsartan,Carvedilol
47144,Telaprevir,Luliconazole
47145,Tamsulosin,Bepridil
47146,Sildenafil,Amyl Nitrite
47147,Trimethoprim,Azilsartan medoxomil
47148,Minocycline,Oxymorphone
47149,Desogestrel,Apixaban
47150,Duloxetine,Nortriptyline
47151,Dronabinol,Scopolamine
47152,Temazepam,Buprenorphine
47153,Metformin,Acetazolamide
47154,Botulinum Toxin Type B,Oxybutynin
47155,Simvastatin,Luliconazole
47156,Etoposide,Atovaquone
47157,Indacaterol,Doxofylline
47158,Saquinavir,Levomilnacipran
47159,Dimenhydrinate,Tiotropium
47160,Sirolimus,Telaprevir
47161,Metolazone,Dexketoprofen
47162,Delavirdine,Flibanserin
47163,Repaglinide,Clarithromycin
47164,Midodrine,Sotalol
47165,Bexarotene,Rifabutin
47166,gamma-Hydroxybutyric acid,Paraldehyde
47167,Fondaparinux,
47168,Metformin,Vorinostat
47169,Haloperidol,Fusidic acid
47170,Pimozide,Danazol
47171,Insulin human,Insulin lispro
47172,Eletriptan,Pimozide
47173,Chlorpropamide,Asenapine
47174,Prednisone,Indacaterol
47175,Conivaptan,Vemurafenib
47176,Triazolam,Netupitant
47177,Ranolazine,Nefazodone
47178,Flurbiprofen,Deoxycholic acid
47179,Amphetamine,Doxofylline
47180,Paraldehyde,Stiripentol
47181,Indomethacin,Phenindione
47182,Clobazam,Azelastine
47183,Diethylpropion,Formoterol
47184,Anistreplase,Nadroparin
47185,Tadalafil,Silodosin
47186,Flibanserin,Glycerol phenylbutyrate
47187,Betaxolol,Quinine
47188,Venlafaxine,Triprolidine
47189,Rosuvastatin,Boceprevir
47190,Nefazodone,Imidafenacin
47191,Lisdexamfetamine,Zuclopenthixol
47192,Captopril,Darunavir
47193,Alfuzosin,Palbociclib
47194,Ropinirole,Isoflurane
47195,Galantamine,Acepromazine
47196,Promazine,Promethazine
47197,Bosentan,Enzalutamide
47198,Tobramycin,Pancuronium
47199,Rifampicin,Isavuconazonium
47200,Peginterferon alfa-2b,Stiripentol
47201,Caffeine,Naphazoline
47202,Olopatadine,Rufinamide
47203,Fenoprofen,Perindopril
47204,Acebutolol,Pirbuterol
47205,Porfimer sodium,Perphenazine
47206,Meloxicam,Heparin
47207,Haloperidol,Rufinamide
47208,Ciprofloxacin,Telmisartan
47209,Diflunisal,Probenecid
47210,Nabumetone,Vancomycin
47211,Calcitriol,Sevelamer
47212,Chlorotrianisene,Hydrocortisone
47213,Gentamicin,Benzylpenicillin
47214,Tacrolimus,Leflunomide
47215,Tipranavir,Nefazodone
47216,Citalopram,Acetophenazine
47217,Indacaterol,Atosiban
47218,Amlodipine,Bosentan
47219,Topiramate,Mirtazapine
47220,Phenelzine,Repaglinide
47221,Irinotecan,Fusidic acid
47222,Morphine,Brompheniramine
47223,Telaprevir,Dienogest
47224,Benzphetamine,Zuclopenthixol
47225,Triprolidine,Trichlormethiazide
47226,Trazodone,Siltuximab
47227,Quetiapine,Palbociclib
47228,Insulin human,Metreleptin
47229,Macitentan,Ceritinib
47230,Fondaparinux,Ethinylestradiol
47231,Trospium,Tacrine
47232,Prochlorperazine,Tedizolid phosphate
47233,Doxylamine,Oxycodone
47234,Mannitol,Gentamicin
47235,Phenelzine,Pizotifen
47236,Desogestrel,Butobarbital
47237,Midodrine,Cabergoline
47238,Vorinostat,Vildagliptin
47239,Carbamazepine,Tedizolid phosphate
47240,Colesevelam,Dexamethasone
47241,Magnesium sulfate,Prenylamine
47242,Rivastigmine,Methotrimeprazine
47243,Mifepristone,Zonisamide
47244,Nabumetone,Talniflumate
47245,Nicardipine,Parecoxib
47246,Erythromycin,Stiripentol
47247,Phenytoin,Everolimus
47248,Sulfadiazine,Nitric Oxide
47249,Roflumilast,Dinutuximab
47250,Dutasteride,Idelalisib
47251,Tolmetin,Nadolol
47252,Ergoloid mesylate,Stiripentol
47253,Oxymetazoline,Armodafinil
47254,Promethazine,Methotrimeprazine
47255,Clonidine,Minocycline
47256,Ranolazine,Atazanavir
47257,Ivacaftor,Tofacitinib
47258,Rifabutin,St. John's Wort
47259,Estrone sulfate,Sulodexide
47260,Magnesium sulfate,Vigabatrin
47261,Pramipexole,Levetiracetam
47262,Infliximab,Esmolol
47263,Aprepitant,Palbociclib
47264,Sipuleucel-T,Belimumab
47265,Leuprolide,Gemifloxacin
47266,Chloroquine,Pyrantel
47267,Sulindac,Apixaban
47268,Nefazodone,Macitentan
47269,Mirtazapine,Bromazepam
47270,Cyclosporine,Testosterone
47271,Simvastatin,Clarithromycin
47272,Goserelin,Tacrolimus
47273,Isavuconazonium,Fosaprepitant
47274,Bexarotene,Ritonavir
47275,Simvastatin,Atazanavir
47276,Rifapentine,Bepridil
47277,Tiagabine,Orphenadrine
47278,Aminocaproic acid,Fibrinogen human
47279,Nebivolol,Ivabradine
47280,Leuprolide,Capromab pendetide
47281,Porfimer sodium,Indapamide
47282,Vindesine,Itraconazole
47283,Naproxen,Heparin
47284,Doxorubicin,Vandetanib
47285,Mirtazapine,Levocabastine
47286,Secobarbital,Nortriptyline
47287,Butabarbital,Voriconazole
47288,Zolpidem,Flumazenil
47289,Pegvisomant,Tramadol
47290,Brimonidine,Paroxetine
47291,Zolpidem,Oxazepam
47292,Pirbuterol,Clenbuterol
47293,Insulin glulisine,Estrone sulfate
47294,Netilmicin,Ketoprofen
47295,Phenobarbital,Tofacitinib
47296,Sipuleucel-T,Basil
47297,Chlordiazepoxide,Mifepristone
47298,Clotrimazole,Sirolimus
47299,Betamethasone,Roflumilast
47300,Insulin human,Nateglinide
47301,Pentobarbital,Mestranol
47302,Colchicine,Dronedarone
47303,Dicoumarol,Fluorouracil
47304,Nelfinavir,Ethosuximide
47305,Ondansetron,Frovatriptan
47306,Betamethasone,Alogliptin
47307,Torasemide,Enalapril
47308,Sitagliptin,Cilazapril
47309,Insulin lispro,Tranylcypromine
47310,Phenylpropanolamine,Aminophylline
47311,Fluconazole,Methadone
47312,Posaconazole,Eliglustat
47313,Ranolazine,Naloxegol
47314,Troglitazone,Pregabalin
47315,Perphenazine,Lithium cation
47316,Gabapentin,Orlistat
47317,Erythromycin,Lercanidipine
47318,Dicoumarol,Progesterone
47319,Secobarbital,Nateglinide
47320,Nabilone,Cyclizine
47321,Amifostine,Nebivolol
47322,Guanfacine,Perampanel
47323,Capromab pendetide,Triptorelin
47324,Fluconazole,Doxazosin
47325,Natalizumab,Pimecrolimus
47326,Phentermine,Methenamine
47327,Chlorpromazine,Lithium cation
47328,Levocabastine,Mirabegron
47329,Tipranavir,Rabeprazole
47330,Sulfisoxazole,Sulfadiazine
47331,Ticlopidine,Codeine
47332,Ranolazine,Phenytoin
47333,Insulin lispro,Fosamprenavir
47334,Mirtazapine,Guanfacine
47335,Sertraline,Limaprost
47336,Butorphanol,Sodium oxybate
47337,Tofacitinib,Obinutuzumab
47338,Timolol,Panobinostat
47339,Torasemide,Pirbuterol
47340,Foscarnet,Streptomycin
47341,Mirtazapine,Scopolamine
47342,Dacarbazine,Roflumilast
47343,Fluvoxamine,Ciprofloxacin
47344,Mitotane,Escitalopram
47345,Isradipine,Quinine
47346,Chloroquine,Mebendazole
47347,Norethisterone,Insulin aspart
47348,Temsirolimus,Dabrafenib
47349,Tranylcypromine,Asenapine
47350,Dipyridamole,Heptabarbital
47351,Primidone,Telaprevir
47352,Amiloride,Amifostine
47353,Clozapine,Etoposide
47354,Tranylcypromine,Umeclidinium
47355,Isosorbide dinitrate,Nicorandil
47356,Oxymorphone,Tapentadol
47357,Darbepoetin alfa,Nandrolone phenpropionate
47358,Primidone,Lapatinib
47359,Pseudoephedrine,Salmeterol
47360,Erythromycin,Citalopram
47361,Eprosartan,Lithium cation
47362,Nifedipine,Rifapentine
47363,Ibrutinib,Omega-3 fatty acids
47364,Treprostinil,Cyproterone acetate
47365,Urokinase,Sulindac
47366,Alteplase,Nabumetone
47367,Fusidic acid,Tofacitinib
47368,Reserpine,Maprotiline
47369,Ranolazine,Posaconazole
47370,Colchicine,
47371,Ibritumomab tiuxetan,Prasugrel
47372,Pindolol,Moxonidine
47373,Isocarboxazid,Aclidinium
47374,Magnesium sulfate,Clarithromycin
47375,Isradipine,Yohimbine
47376,Loratadine,Dronabinol
47377,Buspirone,Fusidic acid
47378,Pamidronic acid,Amikacin
47379,Flunisolide,Phenytoin
47380,Cyclophosphamide,Sipuleucel-T
47381,Meclizine,Methotrimeprazine
47382,Vinblastine,Tranylcypromine
47383,Phenelzine,Methylene blue
47384,Clozapine,Clomipramine
47385,Diclofenac,Naproxen
47386,Carvedilol,Ivabradine
47387,Orphenadrine,Ziconotide
47388,Procarbazine,Quetiapine
47389,Dronabinol,Nilotinib
47390,Ipratropium,Trihexyphenidyl
47391,Urokinase,Meloxicam
47392,Benzphetamine,Acebutolol
47393,Methoxamine,Salmeterol
47394,Tipranavir,Nadroparin
47395,Atorvastatin,Flibanserin
47396,Diltiazem,Fingolimod
47397,Bisoprolol,Tofacitinib
47398,Dicoumarol,Hydroxyprogesterone caproate
47399,Progesterone,Butoconazole
47400,Baclofen,Haloperidol
47401,Ramucirumab,Belimumab
47402,Flunisolide,Primidone
47403,Rosiglitazone,Insulin degludec
47404,Flupentixol,Methotrimeprazine
47405,Avanafil,Tocilizumab
47406,Protriptyline,Fluspirilene
47407,Levothyroxine,Paroxetine
47408,Bortezomib,Fluoxetine
47409,Dronabinol,Flibanserin
47410,Quinidine,Kaolin
47411,Ridogrel,Vortioxetine
47412,Enoxaparin,Deoxycholic acid
47413,Rosuvastatin,Itraconazole
47414,Phenobarbital,Linagliptin
47415,Sunitinib,Siltuximab
47416,Methotrexate,Saquinavir
47417,Nebivolol,Methacholine
47418,Ropinirole,Perampanel
47419,Cinacalcet,Mequitazine
47420,Trifluoperazine,Doxepin
47421,Octreotide,Pimozide
47422,Fluconazole,Tamsulosin
47423,Tramadol,Thalidomide
47424,Insulin glargine,Clozapine
47425,Dronabinol,Mepivacaine
47426,Erlotinib,St. John's Wort
47427,Ziprasidone,Desvenlafaxine
47428,Indapamide,Hexobarbital
47429,Epinephrine,Isoflurane
47430,Torasemide,Enalaprilat
47431,Quetiapine,Aclidinium
47432,Ranolazine,Methotrexate
47433,Protriptyline,Dexmethylphenidate
47434,Erythromycin,Methenamine
47435,Natalizumab,Siltuximab
47436,Sunitinib,Edoxaban
47437,Trimethoprim,Gliclazide
47438,Dabigatran etexilate,Nintedanib
47439,Hydromorphone,Rasagiline
47440,St. John's Wort,Elvitegravir
47441,Ethosuximide,Buprenorphine
47442,Clobazam,Hydroxyzine
47443,Phenelzine,Amantadine
47444,Erythromycin,Dabrafenib
47445,Morphine,Escitalopram
47446,Clenbuterol,Naphazoline
47447,Siltuximab,Dienogest
47448,Butabarbital,Hydralazine
47449,Zolpidem,Methohexital
47450,Nabumetone,Edetic acid
47451,Naproxen,Perindopril
47452,Acetylsalicylic acid,Limaprost
47453,Perindopril,Tolvaptan
47454,Sildenafil,Fusidic acid
47455,Orphenadrine,Flunarizine
47456,Methotrimeprazine,Vilazodone
47457,Cinacalcet,Fusidic acid
47458,Methyldopa,Heptabarbital
47459,Nabilone,Metamfetamine
47460,Topotecan,Itraconazole
47461,Celecoxib,Pralatrexate
47462,Acetophenazine,Phendimetrazine
47463,Cimetidine,Felodipine
47464,Phenobarbital,Artemether
47465,,Liraglutide
47466,Tositumomab,Cilostazol
47467,Haloperidol,Metoclopramide
47468,Tizanidine,Suvorexant
47469,Caffeine,Lercanidipine
47470,Dopamine,Fenoterol
47471,Ritonavir,Daclatasvir
47472,Vardenafil,Ketoconazole
47473,Ketorolac,Etodolac
47474,Oxybutynin,Eluxadoline
47475,Promethazine,Aclidinium
47476,Progesterone,Dabrafenib
47477,Glucagon,Droperidol
47478,Carteolol,Risperidone
47479,Entacapone,Rufinamide
47480,Butalbital,Nitrendipine
47481,Carbinoxamine,Buprenorphine
47482,Trandolapril,Vardenafil
47483,Doxylamine,Pizotifen
47484,Insulin lispro,Metformin
47485,Hydroxyzine,Alfentanil
47486,Ropinirole,Chlorpheniramine
47487,Methohexital,Hydralazine
47488,Valproic acid,Minoxidil
47489,Tocilizumab,Golimumab
47490,Fluvoxamine,Bortezomib
47491,Ethanol,Selegiline
47492,Orciprenaline,Chlorothiazide
47493,Digoxin,Calcipotriol
47494,Clarithromycin,Ivabradine
47495,Buspirone,Stiripentol
47496,Bortezomib,Nicardipine
47497,Gentamicin,Bumetanide
47498,Ramipril,Yohimbine
47499,Aripiprazole,Rufinamide
47500,Protriptyline,Methotrimeprazine
47501,Verteporfin,Ketorolac
47502,Phenoxymethylpenicillin,Gentamicin
47503,Digoxin,Olsalazine
47504,Abciximab,Tirofiban
47505,Rifaximin,Lomitapide
47506,Delavirdine,Ivacaftor
47507,Codeine,Isoniazid
47508,Phenytoin,Esomeprazole
47509,Clevidipine,Obinutuzumab
47510,Teniposide,Phenobarbital
47511,Streptokinase,Diflunisal
47512,Tipranavir,Ticagrelor
47513,Rifaximin,Eliglustat
47514,Sulindac,Enoxaparin
47515,Dyphylline,Fludiazepam
47516,Cimetidine,Saquinavir
47517,Etodolac,Netilmicin
47518,Clarithromycin,Amrinone
47519,Mirtazapine,Vigabatrin
47520,Erythromycin,Temsirolimus
47521,Flutamide,Idelalisib
47522,Cyclizine,Cimetropium
47523,Trospium,Topiramate
47524,Telmisartan,Dapoxetine
47525,Tacrolimus,Ketoprofen
47526,Amikacin,Cyclacillin
47527,Morphine,Levocabastine
47528,Calcitriol,Bexarotene
47529,Leuprolide,Telithromycin
47530,Amikacin,Amoxicillin
47531,Sufentanil,Paroxetine
47532,Morphine,Dexbrompheniramine
47533,Ardeparin,Enalaprilat
47534,Tacrine,Bethanechol
47535,Lorazepam,Dimenhydrinate
47536,Theophylline,Clotiazepam
47537,Methadone,Idelalisib
47538,Citalopram,Etravirine
47539,Theophylline,Tizanidine
47540,Clozapine,Palbociclib
47541,Galantamine,Lacosamide
47542,Netupitant,Stiripentol
47543,Alemtuzumab,Belimumab
47544,Phenylephrine,Mepivacaine
47545,Ivacaftor,Olaparib
47546,Reteplase,Aprotinin
47547,Diflunisal,Heparin
47548,Erlotinib,Idelalisib
47549,Spironolactone,Heptabarbital
47550,Botulinum toxin type A,Cetirizine
47551,Procarbazine,Zuclopenthixol
47552,Sipuleucel-T,Teriflunomide
47553,Arformoterol,Clenbuterol
47554,Nimodipine,Pentoxifylline
47555,Bevacizumab,Ibandronate
47556,Zopiclone,Nitrous acid
47557,Loratadine,Ramosetron
47558,Vindesine,Conivaptan
47559,Ranolazine,Pimozide
47560,Reserpine,Nefazodone
47561,Brimonidine,Candesartan cilexetil
47562,Hydroxyzine,Phenobarbital
47563,Warfarin,Tipranavir
47564,Tramadol,Chloroquine
47565,Torasemide,Topiramate
47566,Pregabalin,Ethanol
47567,Ketorolac,Deferasirox
47568,Metronidazole,Tipranavir
47569,Chlorpromazine,Cathinone
47570,Eptifibatide,Glucosamine
47571,Toremifene,Ketoconazole
47572,Meclizine,Umeclidinium
47573,Valproic acid,Fosamprenavir
47574,Baclofen,Chlordiazepoxide
47575,Triamterene,Captopril
47576,Ritonavir,Flurazepam
47577,Azelastine,Zopiclone
47578,Guanfacine,Methotrimeprazine
47579,Phentermine,Ziprasidone
47580,Acetohexamide,Pentamidine
47581,Mestranol,Ethyl biscoumacetate
47582,Baclofen,Olopatadine
47583,Amphetamine,Chlorpromazine
47584,Dextromethorphan,Paliperidone
47585,Benzphetamine,Sertindole
47586,Aripiprazole,Armodafinil
47587,Meperidine,Azelastine
47588,Tinzaparin,Aliskiren
47589,Cabergoline,Chlormezanone
47590,Amphetamine,Olopatadine
47591,Benzphetamine,Vilanterol
47592,Butobarbital,Nesiritide
47593,Domperidone,Isavuconazonium
47594,Streptomycin,Amdinocillin
47595,Chlorotrianisene,Tipranavir
47596,Metamfetamine,Articaine
47597,Dofetilide,Vemurafenib
47598,Morphine,Mepenzolate
47599,Amitriptyline,Metoclopramide
47600,Tolmetin,Floctafenine
47601,Papaverine,Levodopa
47602,Desmopressin,Tiaprofenic acid
47603,Botulinum Toxin Type B,Chlorpromazine
47604,Insulin human,Prednisone
47605,Dihydrocodeine,Ethyl biscoumacetate
47606,Zolpidem,Flunarizine
47607,Acetaminophen,Formoterol
47608,Methylprednisolone,Fosphenytoin
47609,Amitriptyline,Mianserin
47610,Pantoprazole,Atazanavir
47611,Thalidomide,Metamizole
47612,Mycophenolate mofetil,Tofacitinib
47613,Caffeine,Cyclothiazide
47614,Clozapine,Buprenorphine
47615,Cyclosporine,Lopinavir
47616,Verapamil,Zopiclone
47617,Perphenazine,Trichlormethiazide
47618,Abciximab,Celecoxib
47619,Simeprevir,Cobicistat
47620,Ethinylestradiol,
47621,Fentanyl,Etravirine
47622,Bexarotene,Nifedipine
47623,Caffeine,Phenytoin
47624,Vardenafil,Nefazodone
47625,Pipotiazine,
47626,Nelfinavir,Prasugrel
47627,Tacrine,Fenoterol
47628,Flurazepam,Rotigotine
47629,Dexamethasone,Dabrafenib
47630,Duloxetine,Labetalol
47631,Porfimer sodium,Vemurafenib
47632,Salbutamol,Iobenguane
47633,Phenytoin,Meloxicam
47634,Triamcinolone,Aprepitant
47635,Abatacept,Pomalidomide
47636,Acetohexamide,Metolazone
47637,Lansoprazole,Cefditoren
47638,Ibritumomab tiuxetan,Desirudin
47639,Mitotane,Ivabradine
47640,Esmolol,Diltiazem
47641,Metamfetamine,Panobinostat
47642,Venlafaxine,Clonidine
47643,Cabazitaxel,Ivacaftor
47644,Valproic acid,Saquinavir
47645,Nalbuphine,Buprenorphine
47646,Potassium chloride,Flupentixol
47647,Telithromycin,Ceritinib
47648,Furosemide,Heptabarbital
47649,Urokinase,Vorapaxar
47650,Dronedarone,Pazopanib
47651,Nilotinib,Enzalutamide
47652,Ramelteon,Gemfibrozil
47653,Fosinopril,Trichlormethiazide
47654,Buspirone,Conivaptan
47655,Ondansetron,St. John's Wort
47656,Darbepoetin alfa,Lenalidomide
47657,Conivaptan,Bromocriptine
47658,Aminosalicylic acid,Probenecid
47659,Tramadol,Paraldehyde
47660,Hyaluronidase (ovine),Prednicarbate
47661,Peginterferon alfa-2b,Ribavirin
47662,Dipivefrin,Oxymetazoline
47663,Protriptyline,Fluoxetine
47664,Eplerenone,Tocilizumab
47665,Thiothixene,Milnacipran
47666,Clozapine,Alogliptin
47667,Sunitinib,Palbociclib
47668,Olmesartan,Amifostine
47669,Verapamil,Crizotinib
47670,Amphetamine,Tedizolid phosphate
47671,Kanamycin,Floctafenine
47672,Dolutegravir,Magnesium citrate
47673,Infliximab,Carvedilol
47674,Morphine,Rufinamide
47675,Fenoprofen,Dexketoprofen
47676,Eluxadoline,Dexchlorpheniramine maleate
47677,Nelfinavir,Nicardipine
47678,Sulpiride,Dimenhydrinate
47679,,Trifluoperazine
47680,Infliximab,Vedolizumab
47681,Levothyroxine,Colesevelam
47682,Tadalafil,Clevidipine
